من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .	MSA
هذا حسن بالنسبة لي . في الواقع أحب أن أدخن .	MSA
أريد كوباً من الخمر الأحمر .	MSA
فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .	MSA
بالتأكيد . كيف يمكننا خدمتك ؟	MSA
تحقيق شخصية . آه ، هل جواز السفر ينفع ؟	MSA
رقم غرفتي هو ثلاثة ستة وعشرين . هل يمكن أن تأخذ الغسيل ؟	MSA
سأرى ما إذا كان أي منها يناسبني .	MSA
أريد غلاية .	MSA
أحضر لي بعض من الجبن المبشور .	MSA
هل يمكن أن أحصل على قمصاني نظيفة غداً صباحاً ؟	MSA
هل لك أن تطلب منه أن يعاود الاتصال بي ؟	MSA
لماذا إذاً ؟	MSA
عذراً . هل يوجد محل كتب قريب من هنا ؟	MSA
الحافلة هناك .	MSA
أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .	MSA
أود أن أصرف هذا الشيك بسبعين دولاراً .	MSA
أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .	MSA
هل توجد مصارف بالقرب من المحطة ؟	MSA
أخشى أن يكون هناك خطأ في الفاتورة .	MSA
واحد شيزبرجر لكي أذهب ، من فضلك .	MSA
أجري .	MSA
هناك قطع في بلوزتي . أتساءل هل يمكنك أن تخيطيه لي ، من فضلك ؟	MSA
هل يمكن أن تقرضني سلك إمداد ؟	MSA
أين يمكنني أن أشتري حصيرة للشاطئ ؟	MSA
أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .	MSA
سنأتي في السابعة .	MSA
عندما أرى الأسعار بهذا الرخص ، يبدو الأمر سخيفاً أن أشتري أي شيء في اليابان .	MSA
سرقت سجلاتي ، أيضاً .	MSA
مخروط من الأيس كريم الفانيليا ، من فضلك .	MSA
أوافق . يجب أن تصبح طبيعية جداً .	MSA
لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأبواب ، من فضلك .	MSA
سأحتاج إلى بطاقة ائتمان .	MSA
من فضلك أعطني تقريراً عن الحادث .	MSA
لا ، أشكرك حالياً .	MSA
حسنا ، ابق على الخط . سيد/ ناكاجيما ، الآنسة/ سايتو يبدو أنها لا ترد على المكالمة . هل تريدني أن أتصل عليها فترة أطول ؟	MSA
يبدو أنها نادرة جداً .	MSA
أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟	MSA
شيء خطأ مع حقيبتك .	MSA
هل هذا سيفسد ؟	MSA
لا ، شكراً . من الأفضل أن لا أشرب المزيد .	MSA
من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق .	MSA
الآن ، هذه اللوحة خاصة جداً . رسمها تسوروتارو كاتاأوكا . إنه معروف بأنه فنان عالمي .	MSA
لدي تقدير كبير للموسيقى الكلاسيكية .	MSA
حسنا . ما هو اسم شريكك ورقمه ، من فضلك .	MSA
عذراً . دعني أخرج ، من فضلك .	MSA
هل يمكنك أن تستدعي موظفاً يتحدث اليابانية ؟	MSA
نزور أقاربنا كثيراً إلى حد ما .	MSA
ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .	MSA
علي أن أمكث هنا الليلة ، أليس كذلك ؟ هل يمكنك مساعدتي حجز غرفة بفندق ؟	MSA
يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .	MSA
هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟	MSA
حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .	MSA
هل توجد أية جولة صباحية ؟	MSA
هل تغير عملات أجنبية ؟	MSA
أن يمكنني أن أشتري لفة من الفيلم ؟	MSA
هل لديك بيرة يابانية ؟	MSA
أريد تسجيل أمتعتي .	MSA
هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .	MSA
مرحباً بك .	MSA
أيهما أكثر أهمية للشعب الياباني , عيد رأس السنة أم عيد الكريسماس ؟	MSA
لحظة من فضلك .	MSA
من فضلك أكمل البيانات الناقصة في التقرير .	MSA
منذ أمس .	MSA
تشمل تأمين ضد التصادم والدين .	MSA
هل لديكم دبابيس زينة ذات تصميمات رائعة ؟	MSA
إنني أتصل من كشك عمومي في ماسي .	MSA
كم أجر الانتظار في الساعة ؟	MSA
سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .	MSA
هل توجد أي حقبة معينة للفن تفضلها ؟	MSA
من فضلك تحقق منها مرة أخرى .	MSA
سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .	MSA
حسناً ، سأرسلها لك إلى لاس فيجاس .	MSA
أبحث عن قميص للجري .	MSA
هل تود شرب شيئاً من الحانة ؟	MSA
من الأفضل أن تستقل قطار الثامنة والنصف .	MSA
الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .	MSA
أريد ساعة مستعملة .	MSA
سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .	MSA
الوقت يتأخر . يجب أن أرحل .	MSA
لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟	MSA
أريد شاي من فضلك .	MSA
كلاً ، لا يوجد .	MSA
هل هذه هي آخر محطة ؟	MSA
لنتصل به .	MSA
هل هذا المتبل حار ؟	MSA
أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟	MSA
أجل ، أريد مشاهدة معالم المدينة .	MSA
شكراً على كرم ضيافتك .	MSA
الأمانة هي السياسة المثلى .	MSA
هل لك أن توقظني في تمام السادسة من فضلك ؟	MSA
كم السعر لنصف يوم ؟	MSA
أنا كينجي .	MSA
هل تعرف أي أماكن جيدة لمشاهدتها في شيكاجو ؟	MSA
حسناً ، في حالة إصرار كليكما , سأذهب معكما .	MSA
أريد القيام بحجز للساعة الثالثة والنصف ظهراُ .	MSA
خزينة الودائع , من فضلك .	MSA
من فضلك أحضر نبيذاً مناسباُ .	MSA
هل مطلوب منى دفع ثمن الغاز ؟	MSA
لص . أمسكوا به .	MSA
من فضلك أعطني بعض النقود الفكة .	MSA
إنها صغيرة الجسم وذكية .	MSA
مقلي من فضلك .	MSA
غسيلي لم يرجع حتى الآن .	MSA
على فكرة , هل أنت غير مشغول السبت القادم ؟	MSA
حسناً ، إذن , ربما سننسجم مع بعضنا .	MSA
إنها عاملتني كما لو كنت متسولاُ .	MSA
أفهم . هل يمكنك مساعدتي في هذا المشكلة الأخرى أيضاُ ؟	MSA
هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟	MSA
يا لها من كلاب ذكية . من أي فصيلة ؟	MSA
وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .	MSA
كان هذا ممتعاً .	MSA
بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .	MSA
أتعرف كاثي ؟ إنه عيد ميلادها .	MSA
هل لديك لوحة موضوع عليها الألوان ؟	MSA
لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟	MSA
هل يمكنني شرائها معفاة من الضرائب ؟	MSA
لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟	MSA
هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .	MSA
أنا خارج الآن . لذلك سآخذها .	MSA
من فضلك أرسل أحداً للطابق العلوي ليأخذ حقائبي الساعة السادسة والنصف .	MSA
ما نوع الخبز لديكم ؟	MSA
أين المصعد ؟	MSA
هل يوجد أحد يستطيع العزف على البيانو ؟	MSA
شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟	MSA
لم نقرر بعد .	MSA
تعثر صديقي والتوي كاحله .	MSA
سأجرب بعضاً من الشراب المثلج .	MSA
هل يوجد مطعم تايلاندي قريب من هنا ؟	MSA
إنها بجور ذلك المبنى المرتفع . لذلك ارجع في نفس الطريق الذي أتيت منه حتى إشارة المرور . ثم اتجه يساراً .	MSA
علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .	MSA
إذاً يمكنني بكل ثقة أن أزكي برج مدينة سان فرانسيسكو . فهذا يعطيك فكره عن سان فرانسيسكو .	MSA
أريد الحصول على تأمين .	MSA
تريد أن تشتري ثوبا .	MSA
كم أجرة التاكسي حتى هذا الفندق ؟	MSA
أين الحمام ؟	MSA
هل يكلفني دخول هذا المبنى أي أموال ؟	MSA
قم بها بطريقتك .	MSA
النافذة محشورة .	MSA
نصف أوقية من شانيل رقم خمسة من فضلك .	MSA
ما رأيك في بعض القهوة ؟	MSA
هل أنا بحاجة إلى تذكرة ؟	MSA
ما هي تكلفة الخدمة تقريبا ؟	MSA
كم المدة التي يستغرقها من هنا ؟	MSA
كريمة وسكر ؟	MSA
هل ثمة تخفيضات للأعضاء المشاركين ؟	MSA
هل هناك قطار فائق السرعة في التاسعة والنصف ؟	MSA
دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .	MSA
لم يكن خطئي .	MSA
لا كهرباء .	MSA
سوف أبلغ الشرطة بذلك .	MSA
هل سيحاسب كل واحد منا على مشروباته منفردا ؟	MSA
في أي مكان من ثلاثين حتى خمسين دولارا لليلة .	MSA
من فضلك ، اصلح هذه .	MSA
في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .	MSA
لماذا لا تعطيها هدية ؟	MSA
لقد انتقدتني ضمنا .	MSA
يمكن أن أحضر في الساعة الثانية .	MSA
هل هذه هي حقائب الرحلة جال صفر واحد ؟	MSA
هذه هي رحلتي الأولى إلى باريس .	MSA
هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟	MSA
تعالى ، من فضلك .	MSA
متي سنستقل القارب ؟	MSA
ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .	MSA
أود لعب التنس .	MSA
يوجد عصير أناناس وبرتقال وطماطم .	MSA
الجانب الأيسر من هذه الدور بجوار المصعد .	MSA
ما رأيك في مشاهدة فيلم آخر ؟	MSA
من فضلك ، بدلي شيك المسافرين إلي نقود .	MSA
ربما أعطيك إجابة أفضل من تلك بعد عرضين .	MSA
ما هي المسرحيات الموسيقية المعروضة حاليا ؟	MSA
هل لديك مرآة ؟	MSA
سوف آخذ هذه ، من فضلك .	MSA
لا يمكنك جلب الألعاب النارية إلى كندا .	MSA
ما أروع زوجتك من طاهية .	MSA
هل تريد أي مساعدة ؟	MSA
هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟	MSA
ماذا تفضل مع طبقك الرئيسي .	MSA
هذا المكان مكتظ بالناسب ، أليس كذلك ؟	MSA
عفواً . ستكون جاهزة في غضون خمس دقائق .	MSA
عانيت من ألم في الرقبة أثناء نومي ؟	MSA
نعم ، لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟	MSA
متى يتعين علي أن أكون في المحطة ؟	MSA
هناك مطاعم كثيرة قريبة من هنا .	MSA
بجوار حجرة الإيداع .	MSA
إنه لمن دواعي السرور أن أتحدث معك .	MSA
لقد تمتعت بإقامتي . شكراً لك .	MSA
الشاطئ أسفل يمينا . ياله من منظر رائع .	MSA
شكراً لك على الانتظار ، يا أستاذه مكجوير . هاك هو . امض من فضلك .	MSA
هل لديك أي صورة لبطاقة هوية ؟	MSA
سبعاً ، من فضلك .	MSA
أريد أن أرسل هذا إلى المغسلة . متى ستكون جاهزة ؟	MSA
لقد خلعت البنطلون .	MSA
نعم . تم نقل أمتعة شخص آخر إلى غرفتي تواً . من فضلك ، هل من الممكن أن تقوم بفحصها ؟	MSA
هل من الممكن أن تفصل أكثر ؟	MSA
هل استرحت في نومك ؟	MSA
هلا ضغطت على زر مصراع النافذة ؟	MSA
مفتاحين من فضلك ؟	MSA
في نهاية الممر .	MSA
هل سنذهب بالحافلة ؟	MSA
هل قلت إنك ستغادر إلى طوكيو غدا ؟	MSA
يجب أن أنتقل إلى عربة مكيفة واحد صفر صفر . هل هذا ممكن ؟	MSA
كيف حال اللعب معك هذه الأيام ؟	MSA
لا توجد مشكلة . إذا حضرت في الخامس من سبتمبر ، فسيكون بإمكانك الاستمتاع بعرض فيلم علمي لأن عندنا يوماً خاصاً مفتوحاً أول يوم جمعة من كل شهر .	MSA
هل لديكم أية جولة سياحية أخرى ؟	MSA
حسنا . خصم خمسة في المائة . هل يوافقك لك ؟	MSA
إنني ذاهب إلى باريس .	MSA
إنها ليست أحدث طراز ، أليس كذلك ؟	MSA
موعده المقرر هو الثامنة والنصف مساءْ بالتوقيت المحلي .	MSA
أظهر هذا المبنى معنا , من فضلك .	MSA
حسناً . أريد سلطانية من الحجم المتوسط ، وكرات الأرز .	MSA
كيف يبدو هذا ؟	MSA
أريد أن أرى ذاك الذي في نافذة العرض ، من فضلك .	MSA
مستحيل . نحن في إجازة . إنني أرفض الجلوس في غرفة بالفندق ومشاهدة البيسبول في التلفاز . أريد الذهاب لمشاهدة مسرحية .	MSA
هل بإمكاني اللمس ؟	MSA
أيمكنك الحضور إلى هنا لإصلاحه ؟	MSA
أريد بعض الألياف الصناعية .	MSA
اسمي " تارو تاناكا " لدي حجز مسبق .	MSA
أريد بعضاً من كريم التنظيف .	MSA
أريد رداءا ذات أكمام طويلة .	MSA
لقد سُرقت حقيبتي .	MSA
لقد تقابلنا بالصدفة لعدة مرات ، أليس كذلك ؟	MSA
هل يمكنني أن ألقي نظرةً أخرى على قائمة الطعام ؟	MSA
لا تزال تبدو عليهم علامات المرض وشحوبة الوجه .	MSA
كم عددها ؟	MSA
فراولة ، من فضلك .	MSA
لا ، ليس بعد ، هناك الكثير نختار فيه .	MSA
هل لك أن تقصّر الأكمام ؟	MSA
أخشى أن لا يكون هنا أية دورة لتعليم الجولف .	MSA
هل لك أن تريني الخاتم الثاني من جهة اليسار ؟	MSA
ألا تسأله أن يتصل بي ؟	MSA
لقد حاولت إجراء مكالمة دولية ، هل نجح ذلك معك من قبل ؟	MSA
نعم ، هي ، لأنك تستطيع أن ترى العلم أمام مكتب البريد .	MSA
أود إجراء مكالمة هاتفية باستخدام بطاقة ائتمان .	MSA
أريد ما يخصني لكي أرحل .	MSA
لدي وصولها ، سوف ندفع ثمن شحنها إلى عنوان منزلك .	MSA
أوه ! موافق ، لقد فهمت ، سوف آتي إلى مكانك .	MSA
لا ، هذا يكفي .	MSA
هل لي أن آخذ بطانية ووسادة ؟	MSA
هل يمكنك أن تحضر هنا قريباً بقدر المستطاع ، من فضلك ؟	MSA
قدحاً من القهوة , من فضلك .	MSA
هل لك بأن تضيق منطقة الوسط سنتيمترات ؟	MSA
إنني في نفس السن .	MSA
ألا تحضر لي بعض القهوة ؟	MSA
هل نحتاج إلى طرح هذا للتصويت ؟ إن لم نكن في حاجة إلى هذا ، فإمكاني أن أعتقد حينئذ أننا قد وصلنا إلى نتيجة , سأقوم بإرسالها إلى مجلس إدارتنا صباح غد .	MSA
هل تعرف ما إذا كان هناك أي فنادق رخيصة الأسعار ؟	MSA
صباح الخير . هل استرحت في نومك ؟	MSA
ماذا تنوي أن تفعل عقب الانتهاء من المدرسة . ؟	MSA
سرقت حقيبتي في الشارع .	MSA
هل كان لديك أية خدمات أخرى إلى جانب طعام الإفطار هذا الصباح ؟	MSA
من فضلك ، أريد فنجاناً من القهوة البيضاء .	MSA
أتمنى ألا تكون متعبا جدا .	MSA
أبغي تأجير سيارة من هذا الطراز لمدة يومين .	MSA
سآخذ صورة لجاك دانيلز .	MSA
أريد كيساً من الفشار ، من فضلك .	MSA
سقط مني واحدا من عصى التزلج .	MSA
نحن لا نجلب أية هدايا إلى الحفل ، وبدلا من ذلك يحضر الضيوف أموالاً نقدية .	MSA
أود أن أرسله عن طريق البريد .	MSA
وصلت الطائرة متأخرة بسبب الثلج الكثيف .	MSA
الفاتورة من فضلك ؟	MSA
من فضلك هل يمكنك أن تتلقى رسالة ؟	MSA
آسف ، لا يمكنني متابعتك . هل من الممكن أن تتحدث ببطء أكثر من فضلك .	MSA
هل يمكنني أن التقط بعض الصور ؟	MSA
من مائة .	MSA
هل بإمكاني الحصول على طبق آخر مثل هذا ؟	MSA
من فضلك ، احضر طعام الإفطار إلى غرفتي في السابعة من صباح الغد .	MSA
عامل الصيانة سيصعد في الحال .	MSA
هل هناك أماكن شاغرة بالنسبة لرحلة الخميس ؟	MSA
عفواً . هلا سمحت لي بالمرور ؟	MSA
هل لديك أية نباتات أو فواكه ؟	MSA
من فضلك أخبرني كيف أملأ بطاقة النزول إلى البر ؟	MSA
أعتقد أن سيارتي تستحق حوالي خمسة آلاف دولارا .	MSA
